Id,MSSubClass,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,BldgType,HouseStyle,OverallQual,OverallCond,Neighborhood,Condition1,Condition2,LandContour,Utilities,LotConfig,LandSlope,LotArea,Street,Alley,LotShape,MSZoning,LotFrontage,MoSold,YrSold,SaleType,SaleCondition,SalePrice
674,20,200,0,NA,NA,NA,0,Attchd,1957,Fin,2,416,TA,TA,Y,0,87,0,0,1,0,2,0,3,1,Gd,7,Typ,2,TA,GasA,Ex,Y,SBrkr,1839,0,0,1839,TA,TA,No,GLQ,1186,Unf,0,291,1477,CmentBd,BrkFace,106,TA,TA,PConc,1957,2004,Hip,CompShg,CemntBd,1Fam,1Story,6,7,Crawfor,Norm,Norm,Lvl,AllPub,Inside,Gtl,14442,Pave,NA,Reg,RL,110,6,2007,WD,Normal,257500
675,20,0,0,NA,NA,NA,0,Attchd,1965,RFn,1,384,TA,TA,Y,426,0,0,0,1,0,1,0,3,1,TA,5,Typ,1,Gd,GasA,TA,Y,SBrkr,1136,0,0,1136,TA,TA,No,Rec,892,Unf,0,244,1136,HdBoard,None,0,TA,TA,CBlock,1965,1965,Gable,CompShg,HdBoard,1Fam,1Story,6,6,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,9200,Pave,NA,Reg,RL,80,7,2008,WD,Normal,140000
676,160,0,0,NA,NA,NA,0,Attchd,1978,Unf,2,440,TA,TA,Y,28,0,0,0,0,0,2,1,3,1,TA,7,Typ,1,TA,GasA,TA,Y,SBrkr,855,586,0,1441,TA,TA,No,ALQ,311,Unf,0,544,855,Brk Cmn,None,0,TA,TA,CBlock,1978,1978,Gable,CompShg,Plywood,Twnhs,2Story,6,6,NPkVill,Norm,Norm,Lvl,AllPub,Inside,Gtl,2289,Pave,NA,Reg,RL,24,4,2009,WD,Normal,148500
677,70,0,0,NA,NA,NA,0,2Types,1920,Unf,3,779,Fa,Fa,N,0,0,90,0,1,0,2,0,4,2,TA,8,Min2,0,NA,GasW,Fa,N,SBrkr,1095,679,0,1774,TA,Fa,No,Unf,0,Unf,0,1095,1095,Stucco,None,0,TA,TA,BrkTil,1900,1950,Gable,CompShg,AsbShng,1Fam,2Story,4,2,OldTown,Norm,Norm,Lvl,AllPub,Inside,Gtl,9600,Pave,Grvl,Reg,RM,60,5,2006,WD,Normal,87000
678,30,0,0,NA,NA,NA,0,Detchd,1924,Unf,1,240,Fa,Fa,N,316,0,120,0,0,0,1,0,2,1,Gd,5,Typ,0,NA,GasA,Ex,Y,SBrkr,792,0,0,792,TA,TA,No,Unf,0,Unf,0,768,768,VinylSd,None,0,Gd,TA,BrkTil,1924,2006,Gable,CompShg,VinylSd,1Fam,1Story,5,8,OldTown,Norm,Norm,Lvl,AllPub,Inside,Gtl,9022,Pave,NA,Reg,RL,52,5,2009,WD,Normal,109500
679,20,0,0,NA,NA,NA,0,Attchd,2008,Fin,3,834,TA,TA,Y,322,82,0,0,0,0,2,1,3,1,Gd,7,Typ,1,Gd,GasA,Ex,Y,SBrkr,2046,0,0,2046,Ex,TA,Mn,Unf,0,Unf,0,2046,2046,VinylSd,Stone,464,Gd,TA,PConc,2008,2008,Hip,CompShg,VinylSd,1Fam,1Story,8,5,StoneBr,Norm,Norm,Lvl,AllPub,Inside,Gtl,11844,Pave,NA,IR1,RL,80,7,2009,New,Partial,372500
680,20,0,0,NA,NA,NA,0,Detchd,1963,Unf,2,572,TA,TA,Y,0,0,0,0,1,0,1,0,3,1,TA,5,Typ,0,NA,GasA,TA,Y,SBrkr,988,0,0,988,TA,TA,No,Rec,827,Unf,0,161,988,Wd Sdng,BrkFace,57,TA,TA,CBlock,1961,1961,Hip,CompShg,Wd Sdng,1Fam,1Story,5,5,Sawyer,Norm,Norm,Lvl,AllPub,Inside,Gtl,9945,Pave,NA,IR1,RL,NA,10,2007,WD,Normal,128500
681,120,0,0,NA,NA,NA,0,Attchd,1980,RFn,1,264,TA,TA,Y,80,0,0,0,0,0,2,0,2,1,TA,5,Typ,1,TA,GasA,TA,Y,SBrkr,923,0,0,923,Gd,TA,No,BLQ,543,BLQ,119,261,923,Plywood,None,0,TA,TA,CBlock,1980,1980,Gable,CompShg,Plywood,TwnhsE,1Story,6,5,SawyerW,Norm,Norm,Lvl,AllPub,Inside,Gtl,8012,Pave,NA,Reg,RL,50,5,2010,WD,Normal,143000
682,50,0,0,NA,NA,NA,0,Detchd,1968,Unf,1,281,TA,TA,Y,0,0,56,0,0,0,1,0,3,1,TA,6,Typ,0,NA,GasA,Ex,Y,SBrkr,848,672,0,1520,TA,TA,No,Rec,182,Unf,0,611,793,Stucco,None,0,TA,TA,BrkTil,1932,2000,Gable,CompShg,VinylSd,1Fam,1.5Fin,5,5,SWISU,Norm,Norm,Bnk,AllPub,Inside,Gtl,4500,Pave,Pave,IR2,RH,55,7,2009,WD,Abnorml,159434
683,120,0,0,NA,NA,NA,0,Attchd,1996,Unf,2,431,TA,TA,Y,307,0,0,0,1,0,1,0,2,1,Gd,6,Typ,1,Gd,GasA,Ex,Y,SBrkr,1291,0,0,1291,Gd,TA,Mn,GLQ,1003,Unf,0,288,1291,Wd Sdng,None,0,TA,TA,PConc,1996,1997,Gable,CompShg,Wd Sdng,1Fam,1Story,6,5,ClearCr,Norm,Norm,HLS,AllPub,Inside,Gtl,2887,Pave,NA,Reg,RL,NA,11,2008,WD,Normal,173000
684,20,0,0,NA,NA,NA,0,Attchd,2002,Fin,3,702,TA,TA,Y,257,45,0,0,1,0,2,0,3,1,Gd,7,Typ,1,TA,GasA,Ex,Y,SBrkr,1668,0,0,1668,Gd,TA,Av,GLQ,1059,Unf,0,567,1626,VinylSd,Stone,215,Gd,TA,PConc,2002,2002,Hip,CompShg,VinylSd,1Fam,1Story,9,5,CollgCr,Norm,Norm,Lvl,AllPub,Corner,Gtl,11248,Pave,NA,IR1,RL,90,7,2007,WD,Normal,285000
685,60,0,0,NA,NA,NA,0,Attchd,1998,Fin,2,486,TA,TA,Y,0,81,0,0,0,0,2,1,4,1,TA,7,Typ,0,NA,GasA,Gd,Y,SBrkr,1195,644,0,1839,Gd,TA,No,Unf,0,Unf,0,1195,1195,VinylSd,BrkFace,30,Gd,TA,PConc,1998,1998,Gable,CompShg,VinylSd,1Fam,2Story,7,5,NoRidge,Norm,Norm,Lvl,AllPub,CulDSac,Gtl,16770,Pave,NA,IR2,RL,58,6,2010,WD,Normal,221000
686,160,0,0,NA,NA,NA,0,Attchd,1984,Fin,2,577,TA,TA,Y,219,0,0,0,1,0,2,0,3,1,Gd,6,Min1,1,TA,GasA,Gd,Y,SBrkr,1190,900,0,2090,Gd,TA,Mn,GLQ,828,LwQ,182,180,1190,HdBoard,None,0,Gd,TA,CBlock,1984,1984,Gable,CompShg,HdBoard,TwnhsE,2Story,7,5,StoneBr,Norm,Norm,Lvl,AllPub,CulDSac,Gtl,5062,Pave,NA,IR1,RL,NA,9,2007,WD,Normal,207500
687,60,0,0,NA,NA,NA,0,Attchd,2007,Fin,2,578,TA,TA,Y,144,105,0,0,0,0,3,0,3,1,Gd,7,Typ,0,NA,GasA,Ex,Y,SBrkr,874,887,0,1761,Gd,TA,No,Unf,0,Unf,0,874,874,VinylSd,None,0,Gd,TA,PConc,2007,2007,Gable,CompShg,VinylSd,1Fam,2Story,7,6,Somerst,Norm,Norm,Lvl,AllPub,Inside,Gtl,10207,Pave,NA,Reg,FV,84,8,2007,New,Partial,227875
688,160,0,0,NA,NA,NA,0,Detchd,2004,Unf,2,480,TA,TA,Y,0,60,0,0,0,0,2,1,2,1,Gd,4,Typ,0,NA,GasA,Ex,Y,SBrkr,551,551,0,1102,Gd,TA,No,GLQ,239,Unf,0,312,551,MetalSd,None,0,Gd,TA,PConc,2004,2004,Gable,CompShg,MetalSd,TwnhsE,2Story,7,5,Somerst,Norm,Norm,Lvl,AllPub,FR2,Gtl,5105,Pave,NA,IR2,FV,NA,3,2007,WD,Normal,148800
689,20,0,0,NA,NA,NA,0,Attchd,2007,RFn,2,567,TA,TA,Y,140,0,0,0,1,0,2,0,2,1,Gd,7,Typ,1,Gd,GasA,Ex,Y,SBrkr,1419,0,0,1419,Gd,TA,Av,GLQ,945,Unf,0,474,1419,MetalSd,BrkFace,0,Gd,TA,PConc,2007,2007,Gable,CompShg,MetalSd,1Fam,1Story,8,6,StoneBr,Norm,Norm,HLS,AllPub,Inside,Gtl,8089,Pave,NA,Reg,RL,60,10,2007,New,Partial,392000
690,120,0,0,NA,NA,NA,0,Attchd,2005,RFn,2,460,TA,TA,Y,192,28,0,0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,GasA,Ex,Y,SBrkr,1362,0,0,1362,Gd,TA,Av,ALQ,20,Unf,0,1342,1362,VinylSd,Stone,256,Gd,TA,PConc,2005,2006,Gable,CompShg,VinylSd,TwnhsE,1Story,6,5,NridgHt,Norm,Norm,Lvl,AllPub,Corner,Gtl,7577,Pave,NA,IR1,RL,61,6,2007,WD,Normal,194700
691,120,0,0,NA,NA,NA,0,Attchd,2004,RFn,2,420,TA,TA,Y,149,0,0,0,1,0,1,0,1,1,Gd,3,Typ,1,TA,GasA,Ex,Y,SBrkr,848,0,0,848,Gd,TA,Gd,GLQ,697,Unf,0,151,848,VinylSd,BrkFace,147,Gd,TA,PConc,2004,2004,Gable,CompShg,VinylSd,TwnhsE,1Story,6,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,4426,Pave,NA,Reg,RM,NA,5,2008,WD,Normal,141000
692,60,0,0,NA,NA,NA,0,Attchd,1994,Fin,3,832,TA,TA,Y,382,50,0,0,0,1,3,1,4,1,Ex,10,Typ,2,Ex,GasA,Ex,Y,SBrkr,2444,1872,0,4316,Ex,TA,Gd,GLQ,1455,Unf,0,989,2444,HdBoard,BrkFace,1170,Ex,TA,PConc,1994,1995,Gable,WdShngl,HdBoard,1Fam,2Story,10,6,NoRidge,Norm,Norm,Lvl,AllPub,Corner,Gtl,21535,Pave,NA,IR1,RL,104,1,2007,WD,Normal,755000
693,60,0,0,NA,NA,NA,0,Attchd,1989,RFn,2,628,TA,TA,Y,320,27,0,0,1,0,2,1,4,1,Gd,9,Typ,2,Gd,GasA,Ex,Y,SBrkr,1238,1281,0,2519,Gd,TA,Gd,GLQ,965,Unf,0,245,1210,MetalSd,BrkFace,293,Gd,TA,PConc,1989,1990,Hip,CompShg,MetalSd,1Fam,2Story,7,5,Timber,Norm,Norm,Lvl,AllPub,Inside,Mod,26178,Pave,NA,IR1,RL,42,4,2006,WD,Normal,335000
694,30,0,0,NA,NA,NA,0,Detchd,1968,Unf,1,326,TA,TA,Y,0,0,112,0,0,0,1,0,2,1,TA,4,Typ,0,NA,GasA,Ex,Y,SBrkr,1073,0,0,1073,TA,TA,No,Unf,0,Unf,0,1073,1073,MetalSd,None,0,TA,TA,BrkTil,1921,1968,Gable,CompShg,MetalSd,1Fam,1Story,5,6,OldTown,Norm,Norm,Lvl,AllPub,Corner,Sev,5400,Pave,NA,Reg,RL,60,12,2006,WD,Abnorml,108480
695,50,0,0,NA,MnPrv,NA,0,Detchd,1995,Unf,2,576,TA,TA,Y,112,0,0,0,0,0,1,1,3,1,TA,5,Typ,0,NA,GasA,TA,Y,SBrkr,1067,472,0,1539,TA,TA,No,Unf,0,Unf,0,927,927,Wd Sdng,None,0,TA,Fa,BrkTil,1936,1950,Gable,CompShg,Wd Sdng,1Fam,1.5Fin,5,6,BrkSide,Norm,Norm,Lvl,AllPub,Corner,Gtl,6120,Pave,NA,Reg,RM,51,4,2009,WD,Normal,141500
696,20,0,0,NA,NA,NA,0,Attchd,1987,Unf,2,551,TA,TA,Y,125,0,0,0,1,0,2,0,2,1,Gd,5,Typ,1,TA,GasA,Gd,Y,SBrkr,1137,0,0,1137,Gd,Gd,No,GLQ,980,LwQ,40,92,1112,HdBoard,BrkFace,72,TA,TA,CBlock,1987,1987,Gable,CompShg,HdBoard,1Fam,1Story,6,6,Timber,Norm,Norm,Lvl,AllPub,Inside,Gtl,13811,Pave,NA,IR1,RL,54,7,2006,WD,Normal,176000
697,30,0,0,NA,NA,NA,0,Detchd,1921,Unf,1,205,TA,TA,Y,0,0,129,0,0,0,1,0,2,1,TA,4,Typ,0,NA,GasA,Gd,Y,SBrkr,616,0,0,616,TA,TA,No,LwQ,616,Unf,0,0,616,Wd Shng,None,0,TA,TA,CBlock,1921,1950,Gable,CompShg,Wd Sdng,1Fam,1Story,5,7,BrkSide,Norm,Norm,Lvl,AllPub,Inside,Gtl,6000,Pave,NA,Reg,RM,50,6,2006,WD,Normal,89000
698,20,0,0,NA,NA,NA,0,Detchd,1952,Unf,1,308,TA,TA,Y,0,0,0,0,0,1,1,0,2,1,TA,6,Typ,0,NA,GasA,Fa,Y,FuseA,1148,0,0,1148,Ex,Gd,Mn,LwQ,210,ALQ,551,219,980,Wd Sdng,None,0,TA,TA,PConc,1952,1952,Gable,CompShg,Wd Sdng,1Fam,1Story,5,7,Edwards,Norm,Norm,Lvl,AllPub,Inside,Gtl,6420,Pave,NA,IR1,RL,57,9,2006,WD,Normal,123500
699,20,0,0,NA,MnPrv,NA,0,Detchd,1973,Unf,1,336,TA,TA,Y,416,144,0,0,1,0,1,0,3,1,TA,5,Typ,1,Gd,GasA,Ex,Y,SBrkr,894,0,0,894,TA,TA,No,GLQ,553,BLQ,117,224,894,MetalSd,None,0,TA,Gd,CBlock,1965,2009,Gable,CompShg,MetalSd,1Fam,1Story,5,8,Sawyer,RRAe,Norm,Lvl,AllPub,Inside,Gtl,8450,Pave,NA,Reg,RL,65,4,2010,WD,Normal,138500
700,120,0,0,NA,NA,NA,0,Attchd,2004,RFn,2,530,TA,TA,Y,156,158,0,0,0,0,2,0,2,1,Gd,5,Typ,0,NA,GasA,Ex,Y,SBrkr,1391,0,0,1391,Gd,TA,Mn,GLQ,16,Unf,0,1375,1391,MetalSd,None,0,Gd,TA,PConc,2004,2004,Gable,CompShg,MetalSd,TwnhsE,1Story,7,5,Somerst,Norm,Norm,Lvl,AllPub,Inside,Gtl,4282,Pave,Pave,IR2,FV,59,7,2008,WD,Normal,196000
701,20,0,0,NA,NA,NA,0,Attchd,2002,Fin,3,765,TA,TA,Y,270,78,0,0,1,0,2,0,3,1,Gd,7,Typ,1,Gd,GasA,Ex,Y,SBrkr,1800,0,0,1800,Ex,TA,Gd,GLQ,1274,Unf,0,526,1800,VinylSd,BrkFace,630,Gd,TA,PConc,2002,2002,Hip,CompShg,VinylSd,1Fam,1Story,8,5,Timber,Norm,Norm,Lvl,AllPub,Inside,Gtl,14331,Pave,NA,Reg,RL,85,5,2006,WD,Normal,312500
702,20,0,0,NA,NA,NA,0,Attchd,1969,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,1,1,3,1,TA,6,Typ,0,NA,GasA,TA,Y,SBrkr,1164,0,0,1164,TA,TA,No,Unf,0,Unf,0,1164,1164,HdBoard,BrkFace,168,TA,TA,CBlock,1969,1969,Hip,CompShg,HdBoard,1Fam,1Story,7,5,NWAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,9600,Pave,NA,Reg,RL,80,7,2006,COD,Normal,140000
703,60,0,0,NA,NA,NA,0,BuiltIn,2006,Fin,3,666,TA,TA,Y,324,100,0,0,0,0,2,1,4,1,Ex,10,Typ,1,Gd,GasA,Ex,Y,SBrkr,1264,1312,0,2576,Ex,Gd,No,Unf,0,Unf,0,1234,1234,VinylSd,BrkFace,466,Ex,TA,PConc,2006,2006,Hip,CompShg,VinylSd,1Fam,2Story,8,5,StoneBr,Norm,Norm,Lvl,AllPub,Inside,Gtl,12438,Pave,NA,IR1,RL,82,7,2006,New,Partial,361919
704,190,0,0,NA,MnPrv,NA,0,Detchd,1999,Unf,2,672,TA,TA,N,344,0,40,0,0,0,2,0,4,2,Gd,8,Typ,1,Po,GasA,Gd,Y,SBrkr,1032,780,0,1812,Gd,TA,No,Unf,0,Unf,0,360,360,Wd Sdng,None,0,TA,Gd,BrkTil,1900,1996,Gable,CompShg,Wd Sdng,2fmCon,2Story,5,9,OldTown,Feedr,Norm,Lvl,AllPub,Inside,Gtl,7630,Pave,NA,Reg,RM,76,5,2010,WD,Normal,140000
705,20,0,0,NA,NA,NA,0,Attchd,2004,RFn,2,606,TA,TA,Y,0,35,0,144,1,0,2,0,3,1,Gd,7,Typ,0,NA,GasA,Ex,Y,SBrkr,1484,0,0,1484,Gd,TA,Av,GLQ,712,Unf,0,761,1473,VinylSd,BrkFace,109,Gd,TA,PConc,2004,2005,Gable,CompShg,VinylSd,1Fam,1Story,7,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,8400,Pave,NA,Reg,RL,70,5,2010,WD,Normal,213000
706,190,0,0,NA,NA,Othr,3500,NA,NA,NA,0,0,NA,NA,N,0,0,0,0,0,0,2,0,3,2,Fa,7,Mod,0,NA,GasA,Fa,N,SBrkr,372,720,0,1092,NA,NA,NA,NA,0,NA,0,0,0,Wd Shng,None,0,Fa,Fa,Slab,1930,1950,Hip,CompShg,VinylSd,2fmCon,2Story,4,5,IDOTRR,Norm,Norm,Lvl,AllPub,Inside,Gtl,5600,Pave,NA,Reg,RM,70,7,2010,WD,Normal,55000
707,20,0,0,NA,NA,NA,0,Attchd,1971,Unf,2,739,TA,TA,Y,380,48,0,0,1,0,2,0,2,1,Gd,5,Typ,2,TA,GasA,TA,Y,SBrkr,1824,0,0,1824,Gd,TA,Gd,GLQ,1219,Unf,0,424,1643,Plywood,Stone,351,TA,TA,CBlock,1971,2002,Gable,CompShg,Plywood,1Fam,1Story,7,5,ClearCr,Norm,Norm,Low,AllPub,CulDSac,Sev,115149,Pave,NA,IR2,RL,NA,6,2007,WD,Normal,302000
708,120,0,0,NA,NA,NA,0,Attchd,2006,Fin,2,550,TA,TA,Y,192,38,0,0,1,0,2,0,2,1,Gd,6,Typ,1,Gd,GasA,Ex,Y,SBrkr,1324,0,0,1324,Gd,TA,No,GLQ,863,Unf,0,461,1324,MetalSd,BrkFace,176,Gd,TA,PConc,2006,2006,Hip,CompShg,MetalSd,TwnhsE,1Story,8,5,NridgHt,Norm,Norm,Lvl,AllPub,Inside,Gtl,6240,Pave,NA,Reg,RL,48,12,2009,WD,Normal,254000
709,60,0,0,NA,NA,NA,0,Attchd,2007,Fin,2,400,TA,TA,Y,100,24,0,0,0,0,2,1,3,1,Gd,8,Typ,1,Gd,GasA,Ex,Y,SBrkr,728,728,0,1456,Gd,TA,Av,Unf,0,Unf,0,728,728,VinylSd,None,0,Gd,TA,PConc,2007,2007,Hip,CompShg,VinylSd,1Fam,2Story,7,5,Gilbert,Norm,Norm,Lvl,AllPub,Inside,Gtl,9018,Pave,NA,IR1,RL,65,7,2007,New,Partial,179540
710,20,0,0,NA,MnPrv,NA,0,Attchd,1966,Unf,1,408,TA,TA,Y,0,0,0,0,0,0,1,0,3,1,TA,6,Typ,0,NA,GasA,TA,Y,SBrkr,904,0,0,904,TA,TA,No,Unf,0,Unf,0,876,876,HdBoard,BrkCmn,41,TA,TA,PConc,1966,1966,Gable,CompShg,HdBoard,1Fam,1Story,5,7,Sawyer,Norm,Norm,Lvl,AllPub,Inside,Gtl,7162,Pave,NA,IR1,RL,NA,12,2008,WD,Abnorml,109900
711,30,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,N,0,0,0,0,0,0,1,0,2,1,TA,5,Maj2,0,NA,GasA,Gd,Y,SBrkr,729,0,0,729,TA,TA,No,Unf,0,Unf,0,270,270,VinylSd,None,0,Gd,TA,CBlock,1935,2003,Gable,CompShg,VinylSd,1Fam,1Story,3,6,BrkSide,Norm,Norm,Lvl,AllPub,Inside,Gtl,4130,Pave,NA,IR1,RL,56,7,2008,WD,Normal,52000
712,50,0,0,NA,NA,NA,0,Detchd,1964,RFn,1,384,TA,TA,N,68,0,98,0,0,0,1,0,2,1,TA,7,Typ,0,NA,GasA,Gd,Y,SBrkr,859,319,0,1178,TA,TA,Mn,Unf,0,Unf,0,859,859,MetalSd,None,0,TA,TA,Stone,1900,1950,Gable,CompShg,MetalSd,1Fam,1.5Fin,4,7,IDOTRR,Norm,Norm,HLS,AllPub,Inside,Mod,8712,Pave,Pave,Reg,C (all),66,1,2010,WD,Abnorml,102776
713,120,0,0,NA,NA,NA,0,Attchd,1988,Fin,2,472,TA,TA,Y,168,120,0,0,1,0,2,0,2,1,Gd,5,Typ,1,Gd,GasA,Gd,Y,SBrkr,1228,0,0,1228,Gd,TA,Mn,GLQ,767,Unf,0,461,1228,HdBoard,None,0,Gd,TA,PConc,1988,1989,Gable,CompShg,HdBoard,TwnhsE,1Story,8,5,StoneBr,Norm,Norm,HLS,AllPub,Inside,Gtl,4671,Pave,NA,IR1,RL,40,10,2008,WD,Normal,189000
714,190,0,0,NA,NA,NA,0,Detchd,1970,Unf,2,576,TA,TA,Y,0,288,0,0,1,0,1,0,3,1,TA,6,Typ,0,NA,GasW,TA,N,SBrkr,960,0,0,960,TA,TA,Av,ALQ,789,Unf,0,171,960,HdBoard,BrkFace,160,TA,TA,CBlock,1970,1970,Gable,CompShg,HdBoard,2fmCon,1Story,4,5,BrkSide,RRAn,Norm,Lvl,AllPub,Inside,Gtl,9873,Pave,NA,Reg,RL,60,5,2006,WD,Normal,129000
715,60,0,0,NA,NA,NA,0,Attchd,1976,RFn,2,475,TA,TA,Y,0,44,0,0,0,0,2,1,3,1,Gd,6,Typ,0,NA,GasA,Ex,Y,SBrkr,725,754,0,1479,TA,TA,No,GLQ,533,Unf,0,192,725,Plywood,BrkFace,289,Gd,TA,CBlock,1976,2005,Gable,CompShg,HdBoard,1Fam,2Story,6,8,Sawyer,RRAe,Norm,Lvl,AllPub,CulDSac,Gtl,13517,Pave,NA,IR1,RL,NA,3,2010,WD,Normal,130500
716,20,0,0,NA,MnPrv,NA,0,Attchd,1974,RFn,2,478,TA,TA,Y,0,0,0,0,0,0,2,0,3,1,TA,7,Typ,1,TA,GasA,TA,Y,SBrkr,1350,0,0,1350,Gd,TA,No,Unf,0,Unf,0,1064,1064,HdBoard,BrkFace,174,TA,TA,CBlock,1974,1974,Hip,CompShg,HdBoard,1Fam,1Story,6,5,NWAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,10140,Pave,NA,Reg,RL,78,8,2009,WD,Normal,165000
717,70,0,0,NA,NA,NA,0,Detchd,1996,Unf,2,704,TA,TA,P,0,48,143,0,0,0,1,1,3,1,TA,8,Typ,0,NA,GasA,Ex,Y,SBrkr,1576,978,0,2554,TA,TA,No,Unf,0,Unf,0,718,718,VinylSd,None,0,TA,Gd,BrkTil,1890,1998,Gable,CompShg,Wd Sdng,1Fam,2Story,7,8,OldTown,Norm,Norm,Bnk,AllPub,Inside,Gtl,10800,Pave,Grvl,Reg,RM,60,7,2007,WD,Normal,159500
718,20,0,0,NA,MnPrv,NA,0,Attchd,1973,Unf,2,439,TA,TA,Y,224,0,0,0,0,1,1,1,3,1,Gd,5,Typ,1,Fa,GasA,Gd,Y,SBrkr,1178,0,0,1178,Gd,TA,No,BLQ,1084,Unf,0,92,1176,HdBoard,None,0,TA,TA,CBlock,1973,2000,Gable,CompShg,HdBoard,1Fam,1Story,5,6,NWAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,10000,Pave,NA,Reg,RL,80,11,2008,WD,Normal,157000
719,60,0,0,NA,NA,NA,0,Attchd,1993,RFn,3,983,TA,TA,Y,250,154,216,0,1,0,2,1,3,1,Gd,9,Typ,1,TA,GasA,Ex,Y,SBrkr,1325,1093,0,2418,Gd,TA,Gd,GLQ,1173,Unf,0,138,1311,ImStucc,BrkFace,651,Gd,TA,PConc,1993,1994,Hip,CompShg,Wd Sdng,1Fam,2Story,7,5,NoRidge,Norm,Norm,Lvl,AllPub,Inside,Gtl,10542,Pave,NA,Reg,RL,96,8,2008,WD,Normal,341000
720,20,0,0,NA,NA,NA,0,Attchd,1969,Unf,1,300,TA,TA,Y,0,0,0,0,0,0,1,1,3,1,TA,5,Typ,1,Po,GasA,TA,Y,SBrkr,971,0,0,971,Gd,TA,Gd,ALQ,523,Unf,0,448,971,Plywood,None,0,TA,TA,CBlock,1969,1969,Gable,CompShg,HdBoard,1Fam,1Story,5,6,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,9920,Pave,NA,IR1,RL,69,5,2006,WD,Normal,128500
721,120,0,0,NA,NA,NA,0,Attchd,1985,RFn,2,564,TA,TA,Y,114,28,234,0,1,0,2,0,2,1,Gd,5,Typ,1,TA,GasA,TA,Y,SBrkr,1742,0,0,1742,Gd,TA,Gd,GLQ,1148,Unf,0,594,1742,HdBoard,None,0,Gd,TA,PConc,1985,1985,Gable,CompShg,HdBoard,1Fam,1Story,8,5,StoneBr,Norm,Norm,Low,AllPub,CulDSac,Mod,6563,Pave,NA,IR1,RL,NA,12,2006,WD,Normal,275000
722,120,0,0,NA,NA,NA,0,Attchd,2004,RFn,2,420,TA,TA,Y,160,0,0,0,1,0,1,0,1,1,Gd,3,Typ,0,NA,GasA,Ex,Y,SBrkr,848,0,0,848,Gd,TA,Av,GLQ,662,Unf,0,186,848,VinylSd,BrkFace,169,Gd,TA,PConc,2004,2004,Gable,CompShg,VinylSd,TwnhsE,1Story,6,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,4426,Pave,NA,Reg,RM,NA,5,2010,WD,Normal,143000
723,20,0,0,NA,NA,NA,0,Detchd,1994,Unf,2,463,TA,TA,Y,0,0,0,0,0,0,1,0,3,1,TA,5,Typ,0,NA,GasA,Ex,Y,SBrkr,864,0,0,864,TA,TA,No,ALQ,191,Unf,0,673,864,MetalSd,None,0,TA,Gd,CBlock,1970,1970,Gable,CompShg,MetalSd,1Fam,1Story,4,7,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,8120,Pave,NA,Reg,RL,70,7,2009,WD,Normal,124500
724,50,156,0,NA,NA,NA,0,Detchd,1958,Unf,1,548,TA,TA,Y,0,0,0,0,0,0,2,0,4,1,TA,7,Typ,0,NA,GasA,Ex,Y,SBrkr,997,473,0,1470,TA,TA,No,Unf,0,Unf,0,941,941,MetalSd,None,0,TA,TA,PConc,1954,1972,Gable,CompShg,MetalSd,1Fam,1.5Fin,4,6,Edwards,Norm,Norm,Lvl,AllPub,Inside,Gtl,8172,Pave,NA,Reg,RL,60,5,2008,WD,Normal,135000
725,20,0,0,NA,NA,NA,0,Attchd,2007,Fin,3,768,TA,TA,Y,327,64,0,0,1,0,2,0,3,1,Ex,8,Typ,1,Gd,GasA,Ex,Y,SBrkr,1698,0,0,1698,Ex,TA,No,GLQ,1234,Unf,0,464,1698,CmentBd,Stone,340,Ex,TA,PConc,2007,2008,Hip,CompShg,CemntBd,1Fam,1Story,9,5,Edwards,Norm,Norm,Lvl,AllPub,Inside,Gtl,13286,Pave,NA,IR1,RL,86,2,2009,WD,Normal,320000
